ID,"First Name","Last Name","Book Name",URL,Publisher,Translator,"Additional Info","Publication Month","Age Recommendation",Description,Season,"Date Added"
105;Adrian;Perera;"Jag firar inte i år";;Förlaget;;Runot.;helmikuu;;"Palkitun runoilijan paluu kahdeksan vuoden jälkeen.";k2025;5.11.2024
106;Sami;Marte;"Johanneksen ilmestykset";;"Basam Books";;Pienoisromaani.;kesäkuu;;"Pastorin työuupumuksesta ja keski-iän kriisistä kertova pienoisromaani yhdistää kauhua, hengellisyyttä ja maagista realismia, jossa unen ja valveen maailmat, näkyvä ja näkymätön todellisuus limittyvät.";k2025;6.11.2024
107;Guillaume;Musso;"Joku toinen";;Siltala;"Anna Nurminen";"Psykologinen trilleri.";maaliskuu;;"Rikas perijätär kuolee luksusjahdilla, neljällä todistajalla on jokaisella oma totuutensa.";k2025;31.10.2024
108;Sara;Storm;"Jos ei heilaa helluntaina…";;"Saga Egmont";;"Viihdekirjallisuus. Vain e-kirja.";maaliskuu;;"Ratikankuljettaja Vanessa jää riitaisen eron jälkeen yksin unelmakotiinsa, mutta naapurissa asuva jalkapalloilija vie ajatukset muualle.";k2025;30.11.2024
109;Vehka;Kurjenmiekka;"Jouka Lumisalon ihastumisoppi";;"Aula & Co";;"Viihdekirjallisuus. Lumisalo-sarja.";maaliskuu;;"Kevyt ja kujeileva kirja uusista mahdollisuuksista ja menneisyyden  kohtaamisesta. ";k2025;30.11.2024
110;;;"Joulukalenteri : Joulupukki politiikassa";;Reuna;;Novellit.;joulukuu;;"Jouluaiheisia novelleja tunnetuilta tekijöiltä. Kirjan tuotot menevät Pelastakaa Lapset ry:n hyväksi.";k2025;25.10.2024
111;"Jo Ann";Beard;Juhlapäiviä;;Tammi;"Riina Vuokko";Novellit.;huhtikuu;;"Hurja, riipaiseva ja väliin liki sietämättömän jännittävä. Novellikokoelma rikkoo paitsi genrerajat myös lukijan sydämen.";k2025;26.10.2024
112;Harriet;Tyce;"Julmuuden oppitunti";;Otava;"Tuomas Renvall";"Psykologinen trilleri.";helmikuu;;"Kolmen naisen kohtalot kietoutuvat yhteen, kun yksi naisista vapautuu vankilasta ja alkaa kuolettavien tapahtumien sarja.";k2025;30.10.2024
113;Anna;Harju;Jäljet;;Tammi;;"Dekkari. Taro Auramo -sarja.";tammikuu;;"Tampereelle sijoittuvan uuden dekkarisarjan avausosassa farmaseuttia epäillään pidetyn apteekkarin murhasta.";k2025;25.10.2024
114;Ellinor;Rafaelsen;Jälleennäkeminen;;"Saga Egmont";;"Historiallinen romaani. Huippuvuorten yöt -sarja. Vain e-kirja.";maaliskuu;;"Toivo jälleennäkemisestä tuo valoa Pohjois-Norjan pimeyteen.";k2025;28.11.2024
115;Arto;Paasilinna;"Jäniksen vuosi";;WSOY;;;helmikuu;;"50-vuotisjuhlapainos klassikkoromaanista.";k2025;18.11.2024
116;Natalie;Jenner;"Jäähyväiset Roomassa";;Docendo;"Jänis Louhivuori";"Historiallinen romaani.";kesäkuu;;"1950-luvun Roomassa joukko elokuvantekijöitä joutuu kiistoihin tehdessään elokuvaa naispuolisesta italialaisesta vastarintataistelijasta ja salamurhaajasta.";k2025;26.10.2024
117;"R. A.";Salvatore;"Jäätikön reunalla";;Jalava;"Mika Renvall";"Fantasia. Drowin tie -sarja.";toukokuu;;"Dungeons & Dragons -roolipeliin perustuvassa romaanissa yritetään päästä vapauteen jääluolastoista.";k2025;7.11.2024
118;Joel;Kangas;Kaamos;;Karisto;;Dekkari.;tammikuu;;"Koukuttavan painostava dekkarisarjan avaus vie pohjoisen pimeään. Pohjoiseen vievä tutkinta herättää inarilaistaustaisen poliisin lapsuustraumat.";k2025;30.10.2024
119;Hanna;Ryti;Kaatuminen;;WSOY;;;huhtikuu;;"Tarkkanäköinen romaani taloudesta, ihmisistä ja inhimillisyydestä tarkastelee 1990-luvun laman jälkiä.";k2025;26.10.2024
120;Maria;Stepanova;Kadoksiin;;Siltala;"Arja Pikkupeura";Pienoisromaani.;tammikuu;;"Venäläisen kirjailijan ahdistus ja häpeä kotimaastaan, kirjailijan suora reaktio Venäjän hyökkäyssotaan.";k2025;31.10.2024
121;Carla;Kovach;"Kadonnut nainen";;Gummerus;"Kirsi Luoma";"Dekkari. Gina Harte -sarja. Vain e- ja äänikirja.";maaliskuu;;"Hylätty vauva avaa vanhan mysteerin uuteen valoon.";k2025;1.11.2024
122;Fernando;Pessoa;"Kadonnut pergamentti ja muita kertomuksia";;Aviador;"Timo Nykänen";Novellit.;heinäkuu;;"Pessoamaisia 1900-luvun alun rikostarinoita, joissa rikoksia ratkaisee tohtori Quaresma. ";k2025;9.11.2024
123;Karen;Swan;"Kadotettu rakkaus";;Otava;"Ilkka Rekiaro";"Viihdekirjallisuus. Kesytön saari -sarja.";maaliskuu;;"Nuori kaunotar päätyy 1930-luvulta Skotlannista St. Kildan saarelta Pariisiin laulajanuralle. Kenen unelmaa hän oikeastaan elää?";k2025;30.10.2024
124;"Harri István";Mäki;"Kafka avaa grillikioskin";;Enostone;;Runot.;tammikuu;;"Salaperäistä huumoria ja absurdeja hetkiä kokeneen kirjailijan esikoisrunokokoelmassa.";k2025;14.11.2024
125;Nino;Haratishvili;"Kahdeksas elämä (Brilkalle) : osa 2";;"Aula & Co";"Raija Nylander ja Anne Kilpi";"Historiallinen romaani.";huhtikuu;;"Eeppisen romaanin toinen osa, jossa georgialaisen suvun vaiheet kietoutuvat ympäröivään historiaan.";k2025;30.11.2024
126;Holly;Black;"Kahlittu perillinen";;Karisto;"Suvi Kauppila";"Fantasia. Romantasia. Keijuvalta-sarja.";huhtikuu;;"Ilman väki -kirjojen maailmaan sijoittuva kirja aloittaa uuden itsenäisen kaksiosaisen sarjan, jotta Keijuvallan kruununprinssi tarvitsee äitinsä tyranniaa ihmisten maailmaan paenneen keijukuningattaren apua.";k2025;30.10.2024
127;"Kim Andrea";Brofeldt;"Kaikki mikä jäi kesken";;Docendo;"Outi Menna";Romantiikka.;heinäkuu;;"Esikoisromaani Sarahista, jolla on pakkomielle saattaa asiat päätökseen ja välttää arvaamattomia alkuja. Uusi alku pakottaa kuitenkin Sarahin kohtaamaan menneisyytensä salaisuudet. ";k2025;26.10.2024
128;Marja-Liisa;Vartio;"Kaikki naiset näkevät unia";;"Art House";;"Vain e- ja äänikirja.";tammikuu;;"Suomalaisen modernin proosan merkkiteos vuodelta 1960 kertoo helsinkiläistyneen kotirouvan elämästä 1950-luvulla.";k2025;7.11.2024
129;Eeva;Keski-Saari;"Kaikki sujuu hyvin, Samira";;Oppian;;Selkokirja.;huhtikuu;;"Selkokielinen kertomus työtä ja uusia ystäviä etsivästä maahanmuuttajasta.";k2025;25.10.2024
130;Stacy;Willingham;"Kaikki vaanivat vaarat";;Tammi;"Einari Aaltonen";Trilleri.;kesäkuu;;"Hypnoottisen hyytävä trilleri epätoivoisesta äidistä saa lukijan kysymään tarinan päähenkilön lailla, mikä on totta ja mikä harhaa. Kuka vei taaperon sängystä vanhempien nukkuessa?";k2025;26.10.2024
131;Jill;Mansell;"Kaikkien aikojen häät";;Bazar;"Pirjo Ruti";"Viihdekirjallisuus. Hyvän mielen kirjasto -sarja.";kesäkuu;;"Kertomus rakkaudesta, joka ei kysy lupaa vaan pyyhkäisee esteet tieltään kuin luonnonvoima. Kuunnellako rakkaudessa järjen vai sydämen ääntä?";k2025;26.10.2024
132;Christina;Erikson;"Kaipauksen aika";;Docendo;"Jänis Louhivuori";"Historiallinen viihdekirjallisuus. Kartanon naiset -sarja.";helmikuu;;"Kolmas itsenäinen osa Svartån kartanon naisten elämää seuraavasta sarjasta kuvaa naisten hellittämätöntä taistelua rakkauden ja itsemääräämisoikeuden puolesta 1790-luvun Ruotsissa.";k2025;26.10.2024
133;Jenny;Erpenbeck;Kairos;;Tammi;"Jukka-Pekka Pajunen";"[Keltainen kirjasto](https://www.kirjavinkit.fi/sarjat/keltainen-kirjasto/).";maaliskuu;;"Mestarillinen kuvaus historian ja ihmissuhteiden vääristymistä, rakkaudesta, kontrollista ja syyllisyydestä. Itä-Saksan romahdus kasvattaa saksalaisen pariskunnan väliin ison kuilun.";k2025;25.10.2024
134;Vera;Vala;Kaksoissotilas;;WSOY;;"Dekkari. [Salla Kotka -sarja](https://www.kirjavinkit.fi/sarjat/salla-kotka/).";maaliskuu;;"Onko Salla Kotkan asiakas kylmäverinen sarjamurhaaja vai julman lavastuksen uhriksi joutunut syntipukki?";k2025;25.10.2024
135;Sami;Makkonen;"Kalevala : Juhlalaitos";;Like;;Sarjakuva.;helmikuu;;"Upea sarjakuvatulkinta Suomen kansalliseepoksesta, nyt uutena juhlalaitoksena samoissa kansissa Kalevala : Sampo -kirjan kanssa.";k2025;29.10.2024
136;Saila-Mari;Kohtala;"Kallan lapset";;Otava;;"Dekkari. Liza Virtasen tutkimuksia -sarja.";huhtikuu;;"Amatöörietsiväkaksikko kohtaa kylmäävän tapauksen Perämeren rannoilla.";k2025;30.10.2024
137;Chris;Carter;"Kaltaiseni hirviö";;Otava;"Inka Parpola";"Trilleri. Robert Hunter -sarja.";maaliskuu;;"Sarjamurhaaja riehuu Los Angelesissa ja erikoismurharyhmän etsivä joutuu pysäyttämään määrätietoisen ihmispedon kiireesti.";k2025;30.10.2024
138;Jarkko;"Vehniäinen ja Marja Lappalainen";"Kamala luonto : Pää jäässä";;Like;;"Sarjakuva. [Kamala luonto](http://kirjavinkit.fi/sarjat/kamala-luonto/).";joulukuu;;"15. iso Kamala luonto -albumi kokoaa eläinten sekoilut yksiin kansiin.";k2025;29.10.2024
139;Tiina;"Kristoffersson ja V. M. Toivonen";"Kangaskauppa joen varrella";;Bazar;;Viihdekirjallisuus.;maaliskuu;;"Kummitädin kangaskauppaa uhkaa kansainvälinen pikamuotiketju, joten potkut saanut viestintäpäällikkö Saimi ottaa asiakseen pelastaa kummitätinsä kaupan.";k2025;25.10.2024
140;Aura;Nurmi;Karkuteillä;;Otava;;;tammikuu;;"Kurittoman eroottinen matkaromaani ihmisistä, jotka osaavat kohdata elämän.";k2025;30.10.2024
141;Emmi-Liia;Sjöholm;Kaskaat;;Kosmos;;;huhtikuu;;"Koskettava ja jännitteinen kertomus ystävyyden pimeistä puolista, läheisyyden janosta ja katseen voimasta, kuvaus siitä, millaista on olla nuori nainen maailmassa, joka haluaa samanaikaisesti heistä kaiken ja ei mitään.";k2025;26.10.2024
142;Anneli;"Kivelä ja Pirta Syrjänen";"Katajamäen naapurissa";;Karisto;;"Viihdekirjallisuus. Katajamäki-sarja.";helmikuu;;"Vastavalmistunut fysioterapeutti muuttaa Katajamäelle. Töiden lisäksi luvassa on ihmissuhdekuvioita.";k2025;30.10.2024
143;Lynn;Messina;"Katala esitys";;"Aula & Co";"Meri Kapari";"Dekkari. Beatrice Hyde-Clare ratkaisee -sarja.";maaliskuu;;"Cozy crime -dekkarisarjan viidennessä osassa murheet ja mysteerit kietoutuvat Bean tulevien häiden ympärille.";k2025;30.11.2024
144;"H. P.";Lovecraft;"Kauhujen kabinetti";;Jalava;"Matti Rosvall, Ulla Selkälä ja Ilkka Äärelä";"Kauhu. Novellit. Toimittanut Markku Sadelehto.";maaliskuu;;"Kokoelma Lovecraftin parhaita lyhyitä kauhunovelleja.";k2025;7.11.2024
145;Atso;Haapanen;"Kaukopartio Veto";;Karisto;;Sota.;maaliskuu;;"Tosipohjainen kaukopartioromaani kertoo kaukopartio Vedon tehtävästä Sallan erämaassa.";k2025;30.10.2024
146;Eija;Laine;Keisarinvihreä;;WSOY;;Dekkari.;kesäkuu;;"Esikoisdekkari on vahvasti psykologinen ja jännitteinen kudelma, joka esittelee uudenlaisen dekkarisankarittaren.";k2025;26.10.2024
147;Annika;Norlin;Keko;;WSOY;"Sirje Niitepõld";;toukokuu;;"Vetävästi kirjoitettu esikoisromaani oravanpyörän ahdistavuudesta ja vallasta, joka meillä on toisiin ihmisiin.";k2025;26.10.2024
148;Lea;Kampe;"Kenian naarasleijona";;Bazar;"Sari Ristolainen";"Historiallinen romaani.";huhtikuu;;"Lukuromaani kirjailija Karen Blixenin vaiheikkaista vuosista kahvinviljelijänä siirtomaa-ajan Keniassa 1920-luvulla.";k2025;26.10.2024
149;Pirjo;Tuominen;Kenraalitar;;Tammi;;"Historiallinen romaani. Suuriruhtinaanmaa-sarja.";maaliskuu;;"Loistokas historiallinen romaani tsaarinajan kartanoista, jossa liikutaan niin Suomen kartanoissa kuin Pietarin loiston ja kurjuuden keskellä.";k2025;26.10.2024
150;Saara;Henriksson;Kerjäläiskuningatar;;Into;;"Historiallinen romaani.";helmikuu;;"Keskiaikaisia valtapelejä Saksin vaaliruhtinaan tyttären näkökulmasta.";k2025;11.10.2024
151;Ann;Patchett;"Kerro siitä kesästä";;WSOY;"Irmeli Ruuska";;huhtikuu;;"Äiti muistelee menneisyyttään, tyttäret tarkastelevat omaa elämäänsä ja suhdettaan vanhempiinsa – ja joutuvat lopulta arvioimaan uudelleen kaiken, mitä luulivat tietävänsä.";k2025;26.10.2024
152;Elli;Salo;Keräilijät;;Otava;;;huhtikuu;;"Esikoisromaani ihmisistä ja eläimistä itäisellä rajalla. Tragikoominen ja syvän kutsuva tarina perinnöistä, rajallisesta kyvystä elää ja rajattomasta kyvystä kerätä ympärille asioita ja ihmisiä.";k2025;30.10.2024
153;Pontus;Purokuru;"Keskeytysten arkisto";;Kosmos;;;maaliskuu;;"Kaunokirjallinen tutkielma ajasta ja sen ristiriidoista. Miten vaalia jatkumoa keskeytysten ajassa? Onko työtä ja vapaa-aikaa enää mahdollista erottaa? Lyhyistä kirjoituksista koostuva kokoelma kutoo arjen banaliteetit kiinni kriittiseen yhteiskunta-analyysiin.";k2025;26.10.2024
154;Lucy;Foley;"Keskiyön pidot";;Otava;"Satu Loitsu";Trilleri.;tammikuu;;"Luksusretriitin avajaisissa tulee ruumis, kun viidentoista vuoden takainen salaisuus tulee kuokkavieraaksi juhliin.";k2025;30.10.2024
155;Olga;Palo;"Keskusteluja lapseni ja Virginia Woolfin kanssa";;Otava;;Esseeromaani.;huhtikuu;;"Fantastisen terävänäköinen, villi ja kaivattu päivitys vanhemmuudesta.";k2025;30.10.2024
156;Katie;Fforde;"Kesä merellä";;Bazar;"Pirjo Lintuniemi";"Viihdekirjallisuus. Hyvän mielen kirjasto -sarja.";toukokuu;;"Sinkkuna viihtyvä kätilö viettää kesän kokkina höyrylaivalla Skotlannin rannikolla. Mielessä pyörii pian komea paikallinen lääkäri.";k2025;26.10.2024
157;Kirsi;Pehkonen;"Kesävieraita Jylhäsalmella";;Karisto;;"Viihdekirjallisuus. Jylhäsalmi-sarja.";huhtikuu;;"Nuohooja Krisse muuttaa Jylhäsalmelle, koska aavistelee töitä riittävän. Kun Krisse lipsauttaa olevansa kiinnostunut treffeistä, ehdokkaita tulee ovista ja ikkunoista.";k2025;30.10.2024
158;Rachael;Lucas;"Kevät Applemoressa";;Karisto;"Anna-Mari Raaska";"Viihdekirjallisuus. Applemore-sarja.";maaliskuu;;"Applemoren skotlantilaisessa pikkukylässä tapahtuu, kun Bethin kukkatarhan naapuriin perustetaan keskus erityisnuorille ja Beth ajautuu törmäyskurssille keskuksen pitäjän Jackin kanssa.";k2025;30.10.2024
159;Christoffer;Holst;"Kevättuulia ja petoksenvihreää";;WSOY;"Onerva Kuusi";"Dekkari. Cilla Storm -sarja.";toukokuu;;"Keväiseen saareen muuttanut ruokavaikuttaja on kenties nähnyt murhan, ja Cilla Storm tulee avuksi tutkimaan.";k2025;26.10.2024
160;Toby;Lloyd;Kiihko;;Kosmos;"Laura Liimatainen";;toukokuu;;"Vavahduttava perhetarina, joka uhkuu suuren yliopistoromaanin energiaa ja kauhutarinan alati muuttuvaa maaperää. Esikoisromaani tarjoaa vastustamatonta jännitystä, jossa mystiikka kohtaa perhedraaman.";k2025;16.11.2024
161;Ellery;Queen;"Kiinalaisen appelsiinin arvoitus";;"Saga Egmont";"Annika Eräpuro";"Dekkari. Ellery Queen -sarja.";tammikuu;;"Murha kustantamossa laittaa kaiken kirjaimellisesti ylösalaisin. Klassikkodekkarisarjan kolman osa.";k2025;28.11.2024
162;Antto;Terras;"Kill Tallinn : Kauneuden hinta ja muita rikoksia";;Into;;Dekkari.;helmikuu;;"Äänikirjana julkaistun fiktiivisen rikossarjan tarinoita koottuina kansiin.";k2025;11.10.2024
163;Marja;"Aarnipuro et al.";"Kill Your Darlings : 10 tapaa murhata ystävä";;"Crime Time";;"Dekkari. Novellit.";helmikuu;;"Tunnetut rikoskirjailijat esittävät oman versionsa ystävänpäivästä.";k2025;26.10.2024
164;Ana;Huang;"Kings of Sin : Ahneus";;Otava;"Elina Koskelin";"Viihdekirjallisuus. Kings of Sin -sarja.";huhtikuu;;"Ryysyistä rikkauksiin noussut Dominic ei huomaa ajautuneensa erilleen vaimostaan, joka saa tarpeekseen ja alkaa tavoitella omaa onneaan – mutta mies ei päästäkään irti.";k2025;30.10.2024
165;Andrei;Kurkov;"Kiovan korva";;Otava;"Arja Pikkupeura";"Kiovan mysteerit -sarja. [Otavan kirjasto](https://www.kirjavinkit.fi/sarjat/otavan-kirjasto/).";maaliskuu;;"Nyrjähtänyt rikosmysteeri, ovela historiallinen ajankuva 1910-luvun Kiovasta ja vilpitön rakkaustarina.";k2025;30.10.2024
166;Lily;King;"Kirjoittajia & rakastajia";;"Johnny Kniga";"Salla Voutilainen";;tammikuu;;"Vangitseva tarina rakkaudesta, luovuudesta ja pitkäksi venähtäneen nuoruuden viime metreistä, jolloin kaikki elämän osa-alueet tuntuvat ajautuvan kriisiin.";k2025;26.10.2024
167;Milla;Paloniemi;"Kiroileva siili 10 : Eroilut ja kiroilut";;Like;;"Sarjakuva. [Kiroileva siili](https://www.kirjavinkit.fi/sarjat/kiroileva-siili/).";maaliskuu;;"Kymmenes albumi Suomen rääväsuisimman pihaeläimen seikkailuja.";k2025;29.10.2024
168;"L. T. ";Shearer;"Kissa, joka saalisti syyllisen";;Bazar;"Pirjo Lintuniemi";"Dekkari. Conrad-kissan tutkimuksia -sarja.";kesäkuu;;"Kulkukissa Conrad selvittää taidevarkautta ja näennäisesti satunnaisia murhia, joita Manchesterissa tapahtuu.";k2025;26.10.2024
169;Jonna;Mäkelä;Kissahiirileikki;;"Saga Egmont";;Viihdekirjallisuus.;helmikuu;;"Pikkukaupungin toimittaja ja paikallisen hotellin omistaja napit vastakkain.";k2025;28.11.2024
170;Alice;Feeney;"Kivi, paperi, sakset";;Gummerus;"Outi Järvinen";"Psykologinen trilleri.";helmikuu;;"TikTok-jännärihitti, jossa kymmenenvuotishääpäivä johtaa avioliiton pelastumiseen tai tuhoon.";k2025;1.11.2024
171;Ann;Cleeves;Kivineidot;;Karisto;"Juha Ahokas";"Dekkari. [Vera Stanhopen tutkimuksia -sarja](https://www.kirjavinkit.fi/sarjat/vera-stanhope-sarja/).";maaliskuu;;"Lastenkodin nuoren työntekijän surmasta epäillään lastenkodista kadonnutta nuorta. Pienen rannikkokylän salaisuuksissa riittää selviteltävää Vera Stanhopelle.";k2025;30.10.2024
172;Kaisa;Viitala;"Klaanin suojeluksessa";;Karisto;;"Viihdekirjallisuus. Nummien kutsu -sarja.";maaliskuu;;"Liikuntavammainen Agnes kohtaa menneisyytensä virheet 1700-luvun Skotlannissa, kun pariskunta lähtee ylämailta hoitamaan kauppasuhteita Edinburghiin.";k2025;30.10.2024
173;Kate;Young;Kokematon;;WSOY;"Enni Vanhatapio";;toukokuu;;"Kokematon Bette on ensimmäisessä suhteessaan. Hänelle ehdotetaan muiden naisten tapailua ennen vakiintumista. Mikä voisi mennä pieleen? Seksikäs, hiljalleen kytevä queer-rakkaustarina tarjoaa romantiikkaa. ";k2025;26.10.2024
174;Sara;Storm;"Koko kylän sykkivä sydän";;"Saga Egmont";;"Viihdekirjallisuus. Vain e-kirja.";helmikuu;;"Hurmaava tarina pikkukaupungin kioskinpitäjästä ja nuoruudenrakkaudesta vuosikymmenten takaa.";k2025;28.11.2024
175;Tuomas;Kilpi;"Komeetta Olas";;Oppian;;"Scifi. Selkokirja.";huhtikuu;;"Selkokielinen scifiromaani on jatkoa teoksille Avaruusasema Ithal ja Planeetta Ukrut.";k2025;25.10.2024
176;Helena;Lehtovirta;"Koskaan et voi tietää";;"Crime Time";;"Dekkari. Palo & Koski -sarja.";helmikuu;;"Psykologinen dekkari suvun synkistä salaisuuksista aloittaa uuden dekkarisarjan, jonka pääosissa ovat eläinlääkäri ja rikoskomisario.";k2025;8.11.2024
177;Anna-Liisa;Ahokumpu;"Kosminen tanssija";;Gummerus;;;huhtikuu;;"Syväsukellus lapsuuden synkkään historiaan, tutkimusmatka sukupolvien ja sielun syvempiin kerroksiin.";k2025;1.11.2024
178;Charlotte;Brontë;"Kotiopettajattaren romaani";;WSOY;"Tyyni Haapanen-Tuulio";"Maailmankirjallisuuden klassikot -sarja.";maaliskuu;;"Nuoren tytön kasvukertomus lumoaa lukijansa vuosisadasta toiseen. Kasvukertomus, mysteeriromaani ja yhteiskunnallisen kirjallisuuden virstanpylväs. ";k2025;26.10.2024
179;Antti;Hyyrynen;"Kouvola 2000";;Like;;"Spekulatiivinen fiktio.";toukokuu;;"Todellisuuden rajat ylittävä vaihtoehtohistoria ja päätähuimaava mysteeriromaani.";k2025;29.10.2024
180;Jessica;Bull;"Kovaonninen hatuntekijä";;Bazar;"Maija Heikinheimo";"Historiallinen dekkari. Jane Austen tutkii -sarja.";tammikuu;;"1790-luvulle sijoittuvan murhamysteerisarjan aloittavassa esikoisromaanissa rikoksia tutkii nuori Jane Austen.";k2025;26.10.2024
181;Markku;Ropponen;"Kuhala ja kuoleman kurkkupurkit";;Tammi;;"Dekkari. Nuori Kuhala -sarja.";kesäkuu;;"Nuori Otto Kuhala on lopettanut poliisihommat, mutta päätyy muutaman mutkan ja yhden kuolemantapauksen kautta takaisin poliisin tehtäviin.";k2025;26.10.2024
182;Maggie;Nelson;"Kuin rakkautta";;S&S;"Kaijamari Sivill";Esseet.;maaliskuu;;"Kokoelma kirjoituksia rakkaudesta, ystävyydestä, taiteesta ja musiikista kulttikirjailijan jäljittelemättömällä tyylillä.";k2025;4.11.2024
183;Emma;Ranta;"Kuka oikein olet, rakkaani?";;"Saga Egmont";;"Viihdekirjallisuus. Vain e-kirja.";maaliskuu;;"Romantiikkaa taidehuutokaupassa.";k2025;28.11.2024
184;Benjamin;Stevenson;"Kuka tahansa tässä junassa voi olla syyllinen";;"Aula & Co";"Kaisa Haatanen";Dekkari.;huhtikuu;;"Miten voi ratkaista murhan, kun kaikki epäillyt tietävät, miten päästä pälkähästä? Luksusjunassa tapahtuu murha, ja jokainen matkustaja on dekkarikirjailija.";k2025;30.11.2024
185;Rachel;Cusk;Kulkue;;S&S;"Kaisa Kattelus";;maaliskuu;;"Taiteesta, luomisesta ja sukupuolesta kertova romaani, joka purkaa konventioita ja haastaa lukijansa.";k2025;4.11.2024
186;Charlotte;Al-Khalili;"Kun kaikki on ohi";;Docendo;"Anu Koivunen";"Dekkari. Olivia Oldenheim -sarja.";helmikuu;;"Stereotypioita rikkova rikosromaani nuoren äidin katoamisesta. Pääosassa on onnettomuuden vuoksi pyörätuoliin joutunut Olivia Oldenheim.";k2025;26.10.2024
187;Emma;Olofsson;"Kun surulintu laulaa";;"Saga Egmont";;"Dekkari. Vain e-kirja.";toukokuu;;"Menestyssarjan ensimmäinen osa ruotsalaisesta rikoskomisariosta Sonja Ljungista.";k2025;30.11.2024
188;Quynh;Tran;"Kun toiset nauttivat";;Teos;"Outi Menna";;huhtikuu;;"Runeberg-palkitun kirjailijan romaani äidistä ja tyttärestä, väkivallasta ja himosta.";k2025;26.10.2024
189;Markus;Leikola;"Kun vedet liikkuvat";;WSOY;;;maaliskuu;;"Ajankohtainen romaani ihmiskunnan suurista pyrkimyksistä ja olemassaolon hauraasta kauneudesta. Romaanitrilogian päätösosa kertoo Kiinan kohtalonhetkistä 1940-luvulla.";k2025;26.10.2024
190;"George R. R.";Martin;"Kuninkaiden koitos";;Otava;"Satu Loitsu";"Fantasia. [Tulen ja jään laulu](https://www.kirjavinkit.fi/sarjat/tulen-ja-jaan-laulu/). Tarkastettu suomennos.";maaliskuu;;"Game of Thrones -sarjan toisessa osassa valtakunta on kaaoksessa kuninkaan kuoltua ja maanpaossa meren takana oleva Daenerys johdattaa lohikäärmeensä aavikon halki.";k2025;30.10.2024
191;Tessa;Bailey;"Kunnolla koukussa";;Otava;"Aura Elometsä";Viihdekirjallisuus.;tammikuu;;"Kalastajakylän uusi tulokas päätyy kämppikseksi paikallisen pelimiehen kanssa, joka onkin pian kunnolla koukussa. Itsenäinen jatko-osa Kesä kalastajan kainalossa -kirjalle.";k2025;30.10.2024
192;"Anders ja Anette";"de la Motte";"Kuolema Caprilla";;"Johnny Kniga";"Tarja Lipponen";"Dekkari. Lomaparatiisin murhat -sarja.";heinäkuu;;"Historianopettaja Hugo Lindin ruoka- ja kulttuurimatka saa odottamattoman käänteen, kun merestä löytyy ruumis.";k2025;15.11.2024
193;Emelie;Schepp;"Kuolema heinäkuussa";;Otava;"Hanna Arvonen";Jännityskirjallisuus.;helmikuu;;"Nainen katoaa, tasan vuotta myöhemmin tämän aviomies ammutaan. Rikostutkija selvittää tapausta ja murehtii poikansa hengenvaarallista sydänsairautta, joka kytkeytyy myös tutkintaan.";k2025;30.10.2024
194;Peter;James;"Kuolema jättää viestin";;Docendo;"Sirpa Saari";"Dekkari. [Roy Grace -sarja](https://www.kirjavinkit.fi/sarjat/roy-grace-sarja/).";maaliskuu;;"Totuus Roy Gracen kadonneen vaimon Sandyn kohtalosta selviää vihdoin. Tämä on itsenäinen osa sarjaa.";k2025;26.10.2024
195;Kate;Atkinson;"Kuolema kulkee kartanohotellissa";;S&S;"Kaisa Kattelus";"Dekkari. [Jackson Brodie -sarja](https://www.kirjavinkit.fi/sarjat/jackson-brodie/).";tammikuu;;"Kartanohotellissa järjestettävässä murhamysteeriviikonlopussa on todellisen murhan vaara. Vanhan ajan palapelidekkarissa Jackson Brodie tekee paluun.";k2025;4.11.2024
196;Ashley;Poston;"Kuolleet romantikot";;Tammi;"Laura Haavisto";;toukokuu;;"Miten käy kun haamukirjoittaja kohtaa oikean haamun – joka sattuu olemaan pitkä, tumma ja komea? Tiktok-menestysromanssi on suuria tunteita pirskahteleva täysosuma.";k2025;26.10.2024
197;Marita;Timonen;"Kupruileva kerrostalo";;"Basam Books";;"Runot. Puhuttava runo -sarja.";kesäkuu;;"Esikoisrunokokoelma, jossa lintukoto herättää ajatuksia perheen, suvun ja muistojen merkityksestä ja oman tilan hakemisesta perheen keskellä.";k2025;6.11.2024
198;Lisa;Ridzén;"Kurjet lentävät etelään";;Tammi;"Sirkka-Liisa Sjöblom";;maaliskuu;;"Lämmin, maanläheinen tarina vanhan miehen viimeisistä päivistä, tunteiden ilmaisemisen vaikeudesta, isyydestä, elämänmittaisesta ystävyydestä ja anteeksiannosta.";k2025;26.10.2024
199;Holly;Jackson;"Kuudes kuolee";;Karisto;"Leena Ojalatva";Trilleri.;huhtikuu;;"Ystävät ovat matkalla lomanviettoon, mutta matka katkeaa vaaraan. Yhdellä porukasta on salaisuus, jonka vuoksi joku on valmis tappamaan.";k2025;30.10.2024
200;Emmi;Pesonen;"Kuvittelin tuntevani";;Gummerus;;;helmikuu;;"Dialogivetoinen avioliittoromaani.";k2025;1.11.2024
201;"Timo J.";Tuikka;"Kylä josta pojat katosivat";;Docendo;;;huhtikuu;;"Maagisen inhorealistinen ja hirtehishumorinen ruumiinavaus lappilaispoikien elämästä ja sen vaarallisuudesta eri aikakausina.";k2025;26.10.2024
